CCI_code,CCI_description
1YB87LAAGE,"Excision partial, skin of forehead open [excisional] approach and laser using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YB87LAAGF,"Excision partial, skin of forehead open [excisional] approach and laser using free flap"
1YB87LAAGP,"Excision partial, skin of forehead open [excisional] approach and laser using cultured tissue"
1YB87LAAY,"Excision partial, skin of forehead open [excisional] approach and dermatome without tissue repair"
1YB87LAAYA,"Excision partial, skin of forehead open [excisional] approach and dermatome using full thickness autograft"
1YB87LAAYB,"Excision partial, skin of forehead open [excisional] approach and dermatome using split thickness autograft"
1YB87LAAYE,"Excision partial, skin of forehead open [excisional] approach and dermatome using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YB87LAAYF,"Excision partial, skin of forehead open [excisional] approach and dermatome using free flap"
1YB87LAAYP,"Excision partial, skin of forehead open [excisional] approach and dermatome using cultured tissue"
1YB87LAXXA,"Excision partial, skin of forehead open [excisional] approach using full thickness autograft"
1YB87LAXXB,"Excision partial, skin of forehead open [excisional] approach using split thickness autograft"
1YB87LAXXE,"Excision partial, skin of forehead open [excisional] approach using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YB87LAXXF,"Excision partial, skin of forehead open [excisional] approach using free flap"
1YB87LAXXP,"Excision partial, skin of forehead open [excisional] approach using cultured tissue"
1YC12JALI,"Therapy,  skin of ear using external application of living organism (e.g. leeches)"
1YC13JAC2,"Control of bleeding, skin of ear using local application of antihemorrhagic agent"
1YC13JN,"Control of bleeding, skin of ear using external manual compression"
1YC14JAFJ,"Dressing, skin of ear using occlusive dressing [e.g. hydrocolloid, coal tar, paraffin gauze, hydrogel]"
1YC14JAFN,"Dressing, skin of ear using wet/moist dressing"
1YC14JAGN,"Dressing, skin of ear using pressure dressing"
1YC14JAH1,"Dressing, skin of ear using medicated dressing"
1YC14JALI,"Dressing, skin of ear using external application of living organism (e.g. maggots)"
1YC14JAT6,"Dressing, skin of ear using dry dressing"
1YC14JAXXL,"Dressing, skin of ear using xenogeneic tissue [e.g. porcine xenograft]"
1YC14JAXXN,"Dressing, skin of ear using synthetic tissue [e.g. Biobrane, Derma Graft]"
1YC52HA,"Drainage, skin of ear using needle aspiration"
1YC52HATS,"Drainage, skin of ear using percutaneous approach with drainage tube left in situ"
1YC52JA,"Drainage, skin of ear using external manual expression (or separation of infected wound)"
1YC52LA,"Drainage, skin of ear using incisional approach"
1YC56JA,"Removal of foreign body, skin of ear using external approach [for simple extraction]"
1YC56LA,"Removal of foreign body, skin of ear using incisional approach"
1YC58LAXXA,"Procurement, skin of ear of autograft [e.g. fat] using open approach"
1YC59JAAD,"Destruction, skin of ear using cryoprobe"
1YC59JAAG,"Destruction, skin of ear using laser [e.g. carbon dioxide for ablation]"
1YC59JAAL,"Destruction, skin of ear using electrolysis device"
1YC59JACF,"Destruction, skin of ear using mechanical device [sandpaper, wire brush]"
1YC59JADN,"Destruction, skin of ear using dye or tunable dye laser"
1YC59JADP,"Destruction, skin of ear using yellow light or copper vapor laser"
1YC59JAGX,"Destruction, skin of ear using device NEC [electrocautery]"
1YC59JAX2,"Destruction, skin of ear using cold inducing agent/cryorefrigerant [liquid nitrogen]"
1YC59JAX7,"Destruction, skin of ear using chemical cautery agent"
1YC80JAFF,"Repair, skin of ear using closure device (e.g.clip, adhesive skin closure [Steri-Strips])"
1YC80JAXXK,"Repair, skin of ear using homograft (e.g. GRAFTJACKET regenerative tissue matrix)"
1YC80JAXXP,"Repair, skin of ear using cultured tissue"
1YC80LA,"Repair, skin of ear using apposition technique [e.g. suture]"
1YC80LAW4,"Repair, skin of ear using glue for apposition (e.g. crazy glue, glustitch)"
1YC80LAXXA,"Repair, skin of ear using full-thickness autograft"
1YC80LAXXB,"Repair, skin of ear using split-thickness autograft"
1YC80LAXXE,"Repair, skin of ear using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YC87LA,"Excision partial, skin of ear open [excisional] approach with apposition (e.g. suturing) for closure"
1YC87LAAG,"Excision partial, skin of ear open [excisional] approach and laser using apposition technique (e.g. suture, glue) for closure"
1YC87LAAGA,"Excision partial, skin of ear open [excisional] approach and laser using full thickness autograft"
1YC87LAAGB,"Excision partial, skin of ear open [excisional] approach and laser using split thickness autograft"
1YC87LAAGE,"Excision partial, skin of ear open (excisional) approach and laser using local flap"
1YC87LAXXA,"Excision partial, skin of ear open [excisional] approach using full thickness autograft"
1YC87LAXXB,"Excision partial, skin of ear open [excisional] approach using split thickness autograft"
1YC87LAXXE,"Excision partial, skin of ear open [excisional] approach using local flap"
1YD12JALI,"Therapy,  skin of nose using external application of living organism (e.g. leeches)"
1YD13JAC2,"Control of bleeding, skin of nose using local application of antihemorrhagic agent"
1YD13JN,"Control of bleeding, skin of nose using external manual compression"
1YD14JAFJ,"Dressing, skin of nose using occlusive dressing [e.g. hydrocolloid, coal tar, paraffin gauze, hydrogel]"
1YD14JAFN,"Dressing, skin of nose using wet/moist dressing"
1YD14JAGN,"Dressing, skin of nose using pressure dressing"
1YD14JAH1,"Dressing, skin of nose using medicated dressing"
1YD14JAT6,"Dressing, skin of nose using dry dressing"
1YD14JAXXL,"Dressing, skin of nose using xenogeneic tissue [e.g. porcine xenograft]"
1YD14JAXXN,"Dressing, skin of nose using synthetic tissue [e.g. Biobrane, Dermagraft]"
1YD52HA,"Drainage, skin of nose using needle aspiration"
1YD52HATS,"Drainage, skin of nose using percutaneous approach with drainage tube left in situ"
1YD52JA,"Drainage, skin of nose using external manual expression (or separation of infected wound)"
1YD52LA,"Drainage, skin of nose using incisional approach"
1YD56JA,"Removal of foreign body, skin of nose using external approach [for simple extraction]"
1YD56LA,"Removal of foreign body, skin of nose using incisional approach"
1YD59JAAD,"Destruction, skin of nose using cryoprobe"
1YD59JAAG,"Destruction, skin of nose using laser [e.g. carbon dioxide for ablation]"
1YD59JACF,"Destruction, skin of nose using mechanical device [sandpaper, wire brush]"
1YD59JADN,"Destruction, skin of nose using dye or tunable dye laser"
1YD59JADP,"Destruction, skin of nose using yellow light or copper vapor laser"
1YD59JAGX,"Destruction, skin of nose using device NEC"
1YD59JAX2,"Destruction, skin of nose using cold inducing agent/cryorefrigerant [liquid nitrogen]"
1YD59JAX7,"Destruction, skin of nose using chemical cautery agent"
1YD80JAFF,"Repair, skin of nose using closure device (e.g.clip, adhesive skin closure [Steri-Strips])"
1YD80JAXXK,"Repair, skin of nose using homograft (e.g. GRAFTJACKET regenerative tissue matrix)"
1YD80JAXXP,"Repair, skin of nose using cultured tissue"
1YD80LA,"Repair, skin of nose using apposition technique [e.g. suture]"
1YD80LAW4,"Repair, skin of nose using glue for apposition (e.g. crazy glue or glustitch)"
1YD80LAXXA,"Repair, skin of nose using  full-thickness autograft"
1YD80LAXXB,"Repair, skin of nose using  split-thickness autograft"
1YD80LAXXE,"Repair, skin of nose using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YD80LAXXF,"Repair, skin of nose using free flap"
1YD87LA,"Excision partial, skin of nose open [excisional] approach using apposition technique (e.g. suture, glue)"
1YD87LAAG,"Excision partial, skin of nose open [excisional] approach and laser using apposition technique (e.g. suture) for closure"
1YD87LAAGA,"Excision partial, skin of nose open [excisional] approach and laser using full thickness autograft"
1YD87LAAGB,"Excision partial, skin of nose open [excisional] approach and laser using split thickness autograft"
1YD87LAAGE,"Excision partial, skin of nose open [excisional] approach and laser using local flap [e.g. advancement flap]"
1YD87LAAY,"Excision partial, skin of nose open [excisional] approach and dermatome using apposition technique (e.g. suture) for closure"
1YD87LAAYA,"Excision partial, skin of nose open [excisional] approach and dermatome using full thickness autograft"
1YD87LAAYB,"Excision partial, skin of nose open [excisional] approach and dermatome using split thickness autograft"
1YD87LAAYE,"Excision partial, skin of nose open [excisional] approach and dermatome using local flap [e.g. advancement flap]"
1YD87LAXXA,"Excision partial, skin of nose open [excisional] approach using full thickness autograft"
1YD87LAXXB,"Excision partial, skin of nose open [excisional] approach using split thickness autograft"
1YD87LAXXE,"Excision partial, skin of nose open [excisional] approach using local flap [e.g. advancement, transposition or rotation flap]"
1YE14JAFJ,"Dressing, lip using occlusive dressing [e.g. hydrocolloid, coal tar, paraffin gauze, hydrogel]"
1YE14JAFN,"Dressing, lip using wet/moist dressing"
1YE14JAGN,"Dressing, lip using pressure dressing"
1YE14JAH1,"Dressing, lip using medicated dressing"
1YE14JAT6,"Dressing, lip using dry dressing"
1YE14JAXXL,"Dressing, lip using xenogeneic tissue [e.g. porcine xenograft]"
1YE14JAXXN,"Dressing, lip using synthetic tissue [e.g. Biobrane, Dermagraft]"
1YE52HA,"Drainage, lip using needle aspiration"
1YE52HATS,"Drainage, lip using percutaneous approach with drainage tube left in situ"
1YE52JA,"Drainage, lip using external manual expression (or separation of infected wound)"
1YE52LA,"Drainage, lip using incisional approach"
1YE56JA,"Removal of foreign body, lip using external approach [extraction]"
1YE56LA,"Removal of foreign body, lip using incisional approach"
1YE59JAAD,"Destruction, lip using cryoprobe"
1YE59JAAG,"Destruction, lip using laser"
1YE59JACF,"Destruction, lip using mechanical device [sandpaper, wire brush]"
1YE59JAGX,"Destruction, lip using device NEC"
1YE59JAX2,"Destruction, lip using cold inducing agent/cryorefrigerant [liquid nitrogen]"
1YE59JAX7,"Destruction, lip using chemical cautery agent"
1YE74LA,"Fixation, lip using open approach"
1YE78LA,"Repair by decreasing size, lip using open (excisional) approach"
1YE78LAAG,"Repair by decreasing size, lip using open (excisional) approach and laser"
1YE79HAXXA,"Repair by increasing size, lip percutaneous (needle) approach using autograft [e.g. autogenic fat graft]"
1YE79HAXXL,"Repair by increasing size, lip percutaneous (needle) approach using xenogeneic tissue [e.g. bovine collagen xenograft]"
1YE79HAXXN,"Repair by increasing size, lip percutaneous (needle) approach using synthetic tissue [e.g. silicone]"
1YE79LAXXA,"Repair by increasing size, lip open [excisional] approach using autograft [e.g. autogenic fat graft]"
1YE79LAXXK,"Repair by increasing size, lip open [excisional] approach using homograft [e.g. alloderm]"
1YE79LAXXL,"Repair by increasing size, lip open [excisional] approach using xenogeneic tissue [e.g. bovine collagen xenograft]"
1YE79LAXXN,"Repair by increasing size, lip open [excisional] approach using synthetic tissue [e.g. silicone]"
1YE80LA,"Repair, lip using apposition technique [e.g. suture]"
1YE80LAW4,"Repair, lip using glue for apposition (e.g. crazy glue, glustitch)"
1YE80LAXXA,"Repair, lip using full thickness autograft"
1YE80LAXXB,"Repair, lip using split thickness autograft"
1YE80LAXXE,"Repair, lip using  local flap [e.g. rotation, advancement, transposition, Zplasty, Millard]"
1YE80LAXXK,"Repair, lip using homograft (e.g. alloderm)"
1YE87LA,"Excision partial, lip open [excisional] approach without tissue repair"
